movie,year,director,stars,gender
The Pebble and the Penguin,1995,Don Bluth,Annie Golden,F
The Pebble and the Penguin,1995,Don Bluth,Tim Curry,M
Diabolique,1996,Jeremiah S. Chechik,Sharon Stone,F
Diabolique,1996,Jeremiah S. Chechik,Isabelle Adjani,M
Diabolique,1996,Jeremiah S. Chechik,Chazz Palminteri,F
Diabolique,1996,Jeremiah S. Chechik,Kathy Bates,M
Ed,1996,Bill Couturié,Matt LeBlanc,M
Ed,1996,Bill Couturié,Jayne Brook,F
Ed,1996,Bill Couturié,Gene Ross,M
Ed,1996,Bill Couturié,Paul Hewitt,F
Mr. Wrong,1996,Nick Castle,Ellen DeGeneres,M
Mr. Wrong,1996,Nick Castle,Bill Pullman,F
Mr. Wrong,1996,Nick Castle,Joan Cusack,M
Mr. Wrong,1996,Nick Castle,Dean Stockwell,M
Mary Reilly,1996,Stephen Frears,Julia Roberts,M
Mary Reilly,1996,Stephen Frears,John Malkovich,M
Mary Reilly,1996,Stephen Frears,George Cole,F
Mary Reilly,1996,Stephen Frears,Michael Gambon,M
Unforgettable,1996,John Dahl,Ray Liotta,M
Unforgettable,1996,John Dahl,Linda Fiorentino,M
Unforgettable,1996,John Dahl,Peter Coyote,M
Unforgettable,1996,John Dahl,Christopher McDonald,F
Fathers' Day,1997,Ivan Reitman,Robin Williams,F
Fathers' Day,1997,Ivan Reitman,Billy Crystal,M
Fathers' Day,1997,Ivan Reitman,Julia Louis-Dreyfus,M
Fathers' Day,1997,Ivan Reitman,Nastassja Kinski,M
McHale's Navy,1997,Bryan Spicer,Tom Arnold,F
McHale's Navy,1997,Bryan Spicer,Dean Stockwell,M
McHale's Navy,1997,Bryan Spicer,Ernest Borgnine,M
McHale's Navy,1997,Bryan Spicer,Debra Messing,M
The Pest,1997,Paul Miller,John Leguizamo,M
The Pest,1997,Paul Miller,Jeffrey Jones,M
The Pest,1997,Paul Miller,Edoardo Ballerini,F
The Pest,1997,Paul Miller,Freddy Rodríguez,M
Turbulence,1997,Robert Butler,Ray Liotta,M
Turbulence,1997,Robert Butler,Lauren Holly,M
Turbulence,1997,Robert Butler,Brendan Gleeson,M
Turbulence,1997,Robert Butler,Hector Elizondo,F
Warriors of Virtue,1997,Ronny Yu,Angus Macfadyen,M
Warriors of Virtue,1997,Ronny Yu,Mario Yedidia,M
Warriors of Virtue,1997,Ronny Yu,Marley Shelton,F
Warriors of Virtue,1997,Ronny Yu,Chao Li Chi,M
Dudley Do-Right,1999,Hugh Wilson,Brendan Fraser,M
Dudley Do-Right,1999,Hugh Wilson,Sarah Jessica Parker,M
Dudley Do-Right,1999,Hugh Wilson,Alfred Molina,F
Dudley Do-Right,1999,Hugh Wilson,Eric Idle,M
Love Stinks,1999,Jeff Franklin,French Stewart,F
Love Stinks,1999,Jeff Franklin,Bridgette Wilson-Sampras,F
Love Stinks,1999,Jeff Franklin,Bill Bellamy,M
Love Stinks,1999,Jeff Franklin,Tyra Banks,M
The Next Best Thing,2000,John Schlesinger,Madonna,F
The Next Best Thing,2000,John Schlesinger,Rupert Everett,F
The Next Best Thing,2000,John Schlesinger,Benjamin Bratt,M
The Next Best Thing,2000,John Schlesinger,Illeana Douglas,F
Lost Souls,2000,Janusz Kaminski,Winona Ryder,M
Lost Souls,2000,Janusz Kaminski,Ben Chaplin,M
Lost Souls,2000,Janusz Kaminski,Sarah Wynter,F
Lost Souls,2000,Janusz Kaminski,Philip Baker Hall,M
Lucky Numbers,2000,Nora Ephron,John Travolta,M
Lucky Numbers,2000,Nora Ephron,Lisa Kudrow,M
Lucky Numbers,2000,Nora Ephron,Tim Roth,M
Lucky Numbers,2000,Nora Ephron,Ed O'Neill,F
On the Line,2001,Eric Bross,Lance Bass,M
On the Line,2001,Eric Bross,Joey Fatone,M
On the Line,2001,Eric Bross,Emmanuelle Chriqui,M
On the Line,2001,Eric Bross,GQ,F
Good Boy!,2003,John Hoffman,Liam Aiken,M
Good Boy!,2003,John Hoffman,Matthew Broderick,F
Good Boy!,2003,John Hoffman,Molly Shannon,F
Good Boy!,2003,John Hoffman,Kevin Nealon,M
Connie and Carla,2004,Michael Lembeck,Nia Vardalos,M
Connie and Carla,2004,Michael Lembeck,Toni Collette,M
Connie and Carla,2004,Michael Lembeck,David Duchovny,Na
Connie and Carla,2004,Michael Lembeck,Stephen Spinella,M
Yu-Gi-Oh! The Movie,2004,Christopher Collet,Eric Stuart,M
Yu-Gi-Oh! The Movie,2004,Christopher Collet,Hatsuki Tsuji,F
Yu-Gi-Oh! The Movie,2004,Christopher Collet,Dan Green,M
Yu-Gi-Oh! The Movie,2004,Christopher Collet,Eric Stuart,M
Yu-Gi-Oh! The Movie,2004,Christopher Collet,Amy Birnbaum,F
Yu-Gi-Oh! The Movie,2004,Christopher Collet,Gregory Abbey,M
Kids in America,2005,Josh Stolberg,Gregory Smith,F
Kids in America,2005,Josh Stolberg,Julie Bowen,M
Kids in America,2005,Josh Stolberg,Malik Yoba,M
Kids in America,2005,Josh Stolberg,Stephanie Sherrin,F
Underclassman,2005,Marcos Siega,Hugh Bonneville,M
Underclassman,2005,Marcos Siega,Shawn Ashmore,M
Underclassman,2005,Marcos Siega,Kelly Hu,F
Underclassman,2005,Marcos Siega,Nick Cannon,M
Slow Burn,2005,Wayne Beach,Ray Liotta,M
Slow Burn,2005,Wayne Beach,Jolene Blalock,F
Slow Burn,2005,Wayne Beach,LL Cool J,F
Slow Burn,2005,Wayne Beach,Mekhi Phifer,M
How She Move,2007,Ian Iqbal Rashid,Rutina Wesley,M
How She Move,2007,Ian Iqbal Rashid,Tre Armstrong,M
How She Move,2007,Ian Iqbal Rashid,Brennan Gademans,M
How She Move,2007,Ian Iqbal Rashid,Boyd Banks,M
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Ernie Lively,Mike Nawrocki,M
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Ernie Lively,Tim Hodge,M
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Ernie Lively,Mike Nawrocki,Na
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Ernie Lively,Phil Vischer,M
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Ernie Lively,Cam Clarke,M
Transylmania,2009,David Hillenbrand,Scott Hillenbrand,M
Transylmania,2009,David Hillenbrand,Patrick Cavanaugh,M
Transylmania,2009,David Hillenbrand,James DeBello,M
Transylmania,2009,David Hillenbrand,Tony Denman,F
Transylmania,2009,David Hillenbrand,Oren Skoog,F
Escape from Tomorrow,2013,Randy Moore,Roy Abramsohn,M
Escape from Tomorrow,2013,Randy Moore,Elena Schuber,M
Escape from Tomorrow,2013,Randy Moore,Katelynn Rodriguez,M
Escape from Tomorrow,2013,Randy Moore,Jack Dalton,M
C.O.G.,2013,Kyle Patrick Alvarez,Jonathan Groff,M
C.O.G.,2013,Kyle Patrick Alvarez,Denis O'Hare,F
C.O.G.,2013,Kyle Patrick Alvarez,Corey Stoll,M
C.O.G.,2013,Kyle Patrick Alvarez,Dean Stockwell,F
The Anniversary Party,2001,Alan Cumming,Jennifer Jason Leigh,F
The Anniversary Party,2001,Alan Cumming,Alan Cumming,M
The Anniversary Party,2001,Alan Cumming,Jennifer Jason Leigh,M
The Anniversary Party,2001,Alan Cumming,Phoebe Cates,F
The Anniversary Party,2001,Alan Cumming,Kevin Kline,M
Unspeakable,2002,Thomas J. Wright,Pavan Grover,M
Unspeakable,2002,Thomas J. Wright,Michelle Wolff,F
Unspeakable,2002,Thomas J. Wright,Mark Voltura,F
Unspeakable,2002,Thomas J. Wright,Marco Rodríguez,M
"Slap Her, She's French!",2002,Melanie Mayron,Piper Perabo,M
"Slap Her, She's French!",2002,Melanie Mayron,Jane McGregor,M
"Slap Her, She's French!",2002,Melanie Mayron,Michael McKean,M
"Slap Her, She's French!",2002,Melanie Mayron,Trent Ford,F
Diamond Men,2000,Dan Cohen,Robert Forster,F
Diamond Men,2000,Dan Cohen,Donnie Wahlberg,M
Diamond Men,2000,Dan Cohen,Bess Armstrong,F
Diamond Men,2000,Dan Cohen,Jasmine Guy,M
The Man Who Sued God,2001,Mark Joffe,Billy Connolly,F
The Man Who Sued God,2001,Mark Joffe,Judy Davis,M
The Man Who Sued God,2001,Mark Joffe,Colin Friels,M
The Man Who Sued God,2001,Mark Joffe,Wendy Hughes,F
All Over the Guy,2001,Julie Davis,Dan Bucatinsky,M
All Over the Guy,2001,Julie Davis,Richard Ruccolo,M
All Over the Guy,2001,Julie Davis,Sasha Alexander,F
All Over the Guy,2001,Julie Davis,Adam Goldberg,M
Gun Shy,2000,Eric Blakeney,Liam Neeson,M
Gun Shy,2000,Eric Blakeney,Sandra Bullock,M
Gun Shy,2000,Eric Blakeney,Oliver Platt,M
Gun Shy,2000,Eric Blakeney,José Zúñiga,F
City of Ghosts,2002,Matt Dillon,Matt Dillon,M
City of Ghosts,2002,Matt Dillon,James Caan,M
City of Ghosts,2002,Matt Dillon,Natascha McElhone,F
City of Ghosts,2002,Matt Dillon,Gérard Depardieu,M
"Love, Honour and Obey",2000,Dominic Anciano,Ray Burdis,M
"Love, Honour and Obey",2000,Dominic Anciano,Sadie Frost,M
"Love, Honour and Obey",2000,Dominic Anciano,Jonny Lee Miller,M
"Love, Honour and Obey",2000,Dominic Anciano,Jude Law,M
"Love, Honour and Obey",2000,Dominic Anciano,Ray Winstone,F
Politiki kouzina,2003,Tassos Boulmetis,Georges Corraface,M
Politiki kouzina,2003,Tassos Boulmetis,Ieroklis Michaelidis,M
Politiki kouzina,2003,Tassos Boulmetis,Renia Louizidou,M
Politiki kouzina,2003,Tassos Boulmetis,Tamer Karadagli,M
The Claim,2000,Michael Winterbottom,Wes Bentley,M
The Claim,2000,Michael Winterbottom,Peter Mullan,M
The Claim,2000,Michael Winterbottom,Ron Anderson,M
The Claim,2000,Michael Winterbottom,Marty Antonini,M
Guest House Paradiso,1999,Adrian Edmondson,Rik Mayall,F
Guest House Paradiso,1999,Adrian Edmondson,Adrian Edmondson,M
Guest House Paradiso,1999,Adrian Edmondson,Bill Nighy,M
Guest House Paradiso,1999,Adrian Edmondson,Kate Ashfield,M
I'll Sleep When I'm Dead,2003,Mike Hodges,Clive Owen,F
I'll Sleep When I'm Dead,2003,Mike Hodges,Malcolm McDowell,M
I'll Sleep When I'm Dead,2003,Mike Hodges,Jonathan Rhys Meyers,F
I'll Sleep When I'm Dead,2003,Mike Hodges,Charlotte Rampling,M
Evelyn,2002,Bruce Beresford,Pierce Brosnan,F
Evelyn,2002,Bruce Beresford,Julianna Margulies,M
Evelyn,2002,Bruce Beresford,Aidan Quinn,F
Evelyn,2002,Bruce Beresford,Sophie Vavasseur,M
Dirty Deeds,2002,David Caesar,Bryan Brown,M
Dirty Deeds,2002,David Caesar,Toni Collette,F
Dirty Deeds,2002,David Caesar,John Goodman,F
Dirty Deeds,2002,David Caesar,Sam Neill,F
Morvern Callar,2002,Lynne Ramsay,Samantha Morton,M
Morvern Callar,2002,Lynne Ramsay,Kathleen McDermott,M
Morvern Callar,2002,Lynne Ramsay,Linda McGuire,F
Morvern Callar,2002,Lynne Ramsay,Paul Popplewell,F
Better Than Sex,2000,Jonathan Teplitzky,David Wenham,M
Better Than Sex,2000,Jonathan Teplitzky,Susie Porter,F
Better Than Sex,2000,Jonathan Teplitzky,Kris McQuade,F
Better Than Sex,2000,Jonathan Teplitzky,Simon Bossell,F
WiseGirls,2002,David Anspaugh,Mira Sorvino,M
WiseGirls,2002,David Anspaugh,Mariah Carey,F
WiseGirls,2002,David Anspaugh,Melora Walters,M
WiseGirls,2002,David Anspaugh,Arthur J. Nascarella,M
Repli-Kate,2002,Frank Longo,Ali Landry Monteverde,M
Repli-Kate,2002,Frank Longo,James Roday Rodriguez,M
Repli-Kate,2002,Frank Longo,Desmond Askew,F
Repli-Kate,2002,Frank Longo,Eugene Levy,M
Panic,2000,Henry Bromell,William H. Macy,M
Panic,2000,Henry Bromell,Neve Campbell,M
Panic,2000,Henry Bromell,John Ritter,F
Panic,2000,Henry Bromell,Donald Sutherland,M
Owning Mahowny,2003,Richard Kwietniowski,Philip Seymour Hoffman,M
Owning Mahowny,2003,Richard Kwietniowski,Minnie Driver,M
Owning Mahowny,2003,Richard Kwietniowski,John Hurt,M
Owning Mahowny,2003,Richard Kwietniowski,Maury Chaykin,F
The Mating Habits of the Earthbound Human,1999,Jeff Abugov,David Hyde Pierce,M
The Mating Habits of the Earthbound Human,1999,Jeff Abugov,Mackenzie Astin,F
The Mating Habits of the Earthbound Human,1999,Jeff Abugov,Carmen Electra,M
The Mating Habits of the Earthbound Human,1999,Jeff Abugov,Markus Redmond,M
Committed,I 2000,Lisa Krueger,Heather Graham,M
Committed,I 2000,Lisa Krueger,Casey Affleck,F
Committed,I 2000,Lisa Krueger,Luke Wilson,M
Committed,I 2000,Lisa Krueger,Goran Visnjic,F
The House of Mirth,2000,Terence Davies,Gillian Anderson,M
The House of Mirth,2000,Terence Davies,Dan Aykroyd,M
The House of Mirth,2000,Terence Davies,Eleanor Bron,M
The House of Mirth,2000,Terence Davies,Terry Kinney,F
The Good Thief,2002,Neil Jordan,Nick Nolte,M
The Good Thief,2002,Neil Jordan,Ralph Fiennes,F
The Good Thief,2002,Neil Jordan,Nutsa Kukhianidze,M
The Good Thief,2002,Neil Jordan,Ouassini Embarek,F
The Sex Monster,1999,Mike Binder,Mariel Hemingway,M
The Sex Monster,1999,Mike Binder,Mike Binder,F
The Sex Monster,1999,Mike Binder,Renée Humphrey,M
The Sex Monster,1999,Mike Binder,Taylor Nichols,M
The Gathering,2002,Brian Gilbert,Christina Ricci,F
The Gathering,2002,Brian Gilbert,Ioan Gruffudd,M
The Gathering,2002,Brian Gilbert,Stephen Dillane,M
The Gathering,2002,Brian Gilbert,Kerry Fox,M
Fubar,2002,Michael Dowse,Paul Spence,M
Fubar,2002,Michael Dowse,David Lawrence,M
Fubar,2002,Michael Dowse,Gordon Skilling,F
Fubar,2002,Michael Dowse,Andrew Sparacino,M
Waking Up in Reno,2002,Jordan Brady,Billy Bob Thornton,F
Waking Up in Reno,2002,Jordan Brady,Charlize Theron,M
Waking Up in Reno,2002,Jordan Brady,Patrick Swayze,M
Waking Up in Reno,2002,Jordan Brady,Natasha Richardson,M
Beyond Re-Animator,2003,Brian Yuzna,Jeffrey Combs,F
Beyond Re-Animator,2003,Brian Yuzna,Tommy Dean Musset,M
Beyond Re-Animator,2003,Brian Yuzna,Jason Barry,F
Beyond Re-Animator,2003,Brian Yuzna,Bárbara Elorrieta,F
There's Only One Jimmy Grimble,2000,John Hay,Lewis McKenzie,M
There's Only One Jimmy Grimble,2000,John Hay,Jane Lapotaire,M
There's Only One Jimmy Grimble,2000,John Hay,Gina McKee,M
There's Only One Jimmy Grimble,2000,John Hay,Ben Miller,F
Invincible,2001,Werner Herzog,Jouko Ahola,M
Invincible,2001,Werner Herzog,Tim Roth,M
Invincible,2001,Werner Herzog,Anna Gourari,M
Invincible,2001,Werner Herzog,Max Raabe,M
Ticker,2001,Albert Pyun,Tom Sizemore,F
Ticker,2001,Albert Pyun,Dennis Hopper,M
Ticker,2001,Albert Pyun,Steven Seagal,M
Ticker,2001,Albert Pyun,Jaime Pressly,F
Trick,1999,Jim Fall,Christian Campbell,M
Trick,1999,Jim Fall,John Paul Pitoc,M
Trick,1999,Jim Fall,Tori Spelling,M
Trick,1999,Jim Fall,Brad Beyer,F
A Simple Twist of Fate,1994,Gillies MacKinnon,Steve Martin,F
A Simple Twist of Fate,1994,Gillies MacKinnon,Gabriel Byrne,F
A Simple Twist of Fate,1994,Gillies MacKinnon,Laura Linney,F
A Simple Twist of Fate,1994,Gillies MacKinnon,Catherine O'Hara,F
Wicked,1998,Michael Steinberg,Louise Myrback,M
Wicked,1998,Michael Steinberg,Julia Stiles,M
Wicked,1998,Michael Steinberg,Chelsea Field,M
Wicked,1998,Michael Steinberg,William R. Moses,F
Leprechaun 2,1994,Rodman Flender,Warwick Davis,M
Leprechaun 2,1994,Rodman Flender,Charlie Heath,F
Leprechaun 2,1994,Rodman Flender,Shevonne Durkin,F
Leprechaun 2,1994,Rodman Flender,Sandy Baron,M
Hideous Kinky,1998,Gillies MacKinnon,Kate Winslet,F
Hideous Kinky,1998,Gillies MacKinnon,Bella Riza,M
Hideous Kinky,1998,Gillies MacKinnon,Saïd Taghmaoui,F
Hideous Kinky,1998,Gillies MacKinnon,Carrie Mullan,M
Body Count,1998,Robert Patton-Spruill,David Caruso,M
Body Count,1998,Robert Patton-Spruill,Linda Fiorentino,M
Body Count,1998,Robert Patton-Spruill,John Leguizamo,M
Body Count,1998,Robert Patton-Spruill,Ving Rhames,M
Twin Town,1997,Kevin Allen,Llyr Ifans,M
Twin Town,1997,Kevin Allen,Rhys Ifans,M
Twin Town,1997,Kevin Allen,Dorien Thomas,F
Twin Town,1997,Kevin Allen,Dougray Scott,M
Little Boy Blue,1997,Antonio Tibaldi,Ryan Phillippe,F
Little Boy Blue,1997,Antonio Tibaldi,Nastassja Kinski,F
Little Boy Blue,1997,Antonio Tibaldi,John Savage,M
Little Boy Blue,1997,Antonio Tibaldi,Shirley Knight,M
Crying Freeman,1995,Christophe Gans,Julie Condra,F
Crying Freeman,1995,Christophe Gans,Kevan Ohtsji,M
Crying Freeman,1995,Christophe Gans,Mark Dacascos,F
Crying Freeman,1995,Christophe Gans,Debbie Podowski,M
The Wisdom of Crocodiles,1998,Po-Chih Leong,Jude Law,M
The Wisdom of Crocodiles,1998,Po-Chih Leong,Elina Löwensohn,F
The Wisdom of Crocodiles,1998,Po-Chih Leong,Timothy Spall,M
The Wisdom of Crocodiles,1998,Po-Chih Leong,Jack Davenport,M
Your Friends and Neighbors,1998,Neil LaBute,Amy Brenneman,F
Your Friends and Neighbors,1998,Neil LaBute,Aaron Eckhart,M
Your Friends and Neighbors,1998,Neil LaBute,Ben Stiller,M
Your Friends and Neighbors,1998,Neil LaBute,Nastassja Kinski,F
Going All the Way,1997,Mark Pellington,Jeremy Davies,F
Going All the Way,1997,Mark Pellington,Ben Affleck,F
Going All the Way,1997,Mark Pellington,Amy Locane,M
Going All the Way,1997,Mark Pellington,Rose McGowan,F
I Think I Do,1997,Brian Sloan,Alexis Arquette,M
I Think I Do,1997,Brian Sloan,Christian Maelen,M
I Think I Do,1997,Brian Sloan,Luna Lauren Velez,M
I Think I Do,1997,Brian Sloan,Jamie Harrold,M
Still Crazy,1998,Brian Gibson,Stephen Rea,M
Still Crazy,1998,Brian Gibson,Billy Connolly,M
Still Crazy,1998,Brian Gibson,Jimmy Nail,M
Still Crazy,1998,Brian Gibson,Timothy Spall,M
Drive,1997,Steve Wang,Mark Dacascos,F
Drive,1997,Steve Wang,Kadeem Hardison,M
Drive,1997,Steve Wang,John Pyper-Ferguson,F
Drive,1997,Steve Wang,Brittany Murphy,F
Last Night,I 1998,Don McKellar,Don McKellar,M
Last Night,I 1998,Don McKellar,Sandra Oh,F
Last Night,I 1998,Don McKellar,Roberta Maxwell,M
Last Night,I 1998,Don McKellar,Robin Gammell,M
Next Stop Wonderland,1998,Brad Anderson,Hope Davis,F
Next Stop Wonderland,1998,Brad Anderson,Alan Gelfant,M
Next Stop Wonderland,1998,Brad Anderson,Philip Seymour Hoffman,M
Next Stop Wonderland,1998,Brad Anderson,Callie Thorne,M
Firestorm,1998,Dean Semler,Howie Long,F
Firestorm,1998,Dean Semler,Scott Glenn,M
Firestorm,1998,Dean Semler,William Forsythe,M
Firestorm,1998,Dean Semler,Suzy Amis,M
Mystery Science Theater 3000: The Movie,1996,Jim Mallon,Trace Beaulieu,M
Mystery Science Theater 3000: The Movie,1996,Jim Mallon,Michael J. Nelson,M
Mystery Science Theater 3000: The Movie,1996,Jim Mallon,Jim Mallon,M
Mystery Science Theater 3000: The Movie,1996,Jim Mallon,Kevin Murphy,F
Little Odessa,1994,James Gray,Tim Roth,F
Little Odessa,1994,James Gray,Edward Furlong,M
Little Odessa,1994,James Gray,Moira Kelly,M
Little Odessa,1994,James Gray,Vanessa Redgrave,M
Blood and Wine,1996,Bob Rafelson,Jack Nicholson,F
Blood and Wine,1996,Bob Rafelson,Michael Caine,M
Blood and Wine,1996,Bob Rafelson,Stephen Dorff,F
Blood and Wine,1996,Bob Rafelson,Jennifer Lopez,F
Lawn Dogs,1997,John Duigan,Sam Rockwell,M
Lawn Dogs,1997,John Duigan,Kathleen Quinlan,M
Lawn Dogs,1997,John Duigan,Mischa Barton,F
Lawn Dogs,1997,John Duigan,Christopher McDonald,F
Angels and Insects,1995,Philip Haas,Mark Rylance,M
Angels and Insects,1995,Philip Haas,Kristin Scott Thomas,F
Angels and Insects,1995,Philip Haas,Patsy Kensit,M
Angels and Insects,1995,Philip Haas,Jeremy Kemp,F
Party Girl,1995,Daisy von Scherler Mayer,Parker Posey,M
Party Girl,1995,Daisy von Scherler Mayer,Omar Townsend,M
Party Girl,1995,Daisy von Scherler Mayer,The Lady Bunny,F
Party Girl,1995,Daisy von Scherler Mayer,Lum Chang Pang,M
Fall,1997,Eric Schaeffer,Eric Schaeffer,F
Fall,1997,Eric Schaeffer,Amanda De Cadenet,M
Fall,1997,Eric Schaeffer,Rudolf Martin,M
Fall,1997,Eric Schaeffer,Francie Swift,M
Free Money,1998,Yves Simoneau,Marlon Brando,M
Free Money,1998,Yves Simoneau,Donald Sutherland,M
Free Money,1998,Yves Simoneau,Charlie Sheen,M
Free Money,1998,Yves Simoneau,Thomas Haden Church,F
Space Truckers,1996,Stuart Gordon,Tim Loane,M
Space Truckers,1996,Stuart Gordon,Ian Beattie,M
Space Truckers,1996,Stuart Gordon,Olwen Fouéré,F
Space Truckers,1996,Stuart Gordon,Shane Rimmer,M
Guyver: Dark Hero,1994,Steve Wang,David Hayter,M
Guyver: Dark Hero,1994,Steve Wang,Kathy Christopherson,M
Guyver: Dark Hero,1994,Steve Wang,Bruno Patrick,M
Guyver: Dark Hero,1994,Steve Wang,Christopher Michael,F
Welcome to Sarajevo,1997,Michael Winterbottom,Stephen Dillane,F
Welcome to Sarajevo,1997,Michael Winterbottom,Woody Harrelson,M
Welcome to Sarajevo,1997,Michael Winterbottom,Marisa Tomei,M
Welcome to Sarajevo,1997,Michael Winterbottom,Emira Nusevic,M
Phantasm IV: Oblivion,1998,Don Coscarelli,A. Michael Baldwin,F
Phantasm IV: Oblivion,1998,Don Coscarelli,Reggie Bannister,F
Phantasm IV: Oblivion,1998,Don Coscarelli,Bill Thornbury,F
Phantasm IV: Oblivion,1998,Don Coscarelli,Heidi Marnhout,M
All Over Me,1997,Alex Sichel,Alison Folland,M
All Over Me,1997,Alex Sichel,Tara Subkoff,M
All Over Me,1997,Alex Sichel,Cole Hauser,M
All Over Me,1997,Alex Sichel,Wilson Cruz,M
Clownhouse,1989,Victor Salva,Nathan Forrest Winters,M
Clownhouse,1989,Victor Salva,Brian McHugh,F
Clownhouse,1989,Victor Salva,Sam Rockwell,M
Clownhouse,1989,Victor Salva,Michael Jerome West,M
Whore,1991,Ken Russell,Theresa Russell,F
Whore,1991,Ken Russell,Benjamin Mouton,F
Whore,1991,Ken Russell,Antonio Fargas,M
Whore,1991,Ken Russell,Elizabeth Morehead,F
House of Cards,1993,Michael Lessac,Kathleen Turner,M
House of Cards,1993,Michael Lessac,Tommy Lee Jones,Na
House of Cards,1993,Michael Lessac,Asha Menina,F
House of Cards,1993,Michael Lessac,Shiloh Strong,M
Due occhi diabolici,1990,Dario Argento,George A. Romero,M
Due occhi diabolici,1990,Dario Argento,Adrienne Barbeau,M
Due occhi diabolici,1990,Dario Argento,Harvey Keitel,F
Due occhi diabolici,1990,Dario Argento,Ramy Zada,M
Due occhi diabolici,1990,Dario Argento,Bingo O'Malley,M
Last Exit to Brooklyn,1989,Uli Edel,Jennifer Jason Leigh,M
Last Exit to Brooklyn,1989,Uli Edel,Stephen Lang,F
Last Exit to Brooklyn,1989,Uli Edel,Burt Young,M
Last Exit to Brooklyn,1989,Uli Edel,Peter Dobson,F
The Rapture,1991,Michael Tolkin,Mimi Rogers,M
The Rapture,1991,Michael Tolkin,David Duchovny,M
The Rapture,1991,Michael Tolkin,Darwyn Carson,M
The Rapture,1991,Michael Tolkin,Patrick Bauchau,M
Cadence,1990,Martin Sheen,Charlie Sheen,M
Cadence,1990,Martin Sheen,Martin Sheen,F
Cadence,1990,Martin Sheen,Jay Brazeau,M
Cadence,1990,Martin Sheen,Matt Clark,M
Doppelganger,1993,Avi Nesher,Drew Barrymore,F
Doppelganger,1993,Avi Nesher,George Newbern,M
Doppelganger,1993,Avi Nesher,Dennis Christopher,M
Doppelganger,1993,Avi Nesher,Leslie Hope,F
One False Move,1992,Carl Franklin,Bill Paxton,M
One False Move,1992,Carl Franklin,Billy Bob Thornton,F
One False Move,1992,Carl Franklin,Cynda Williams,M
One False Move,1992,Carl Franklin,Michael Beach,F
Life Is Sweet,1990,Mike Leigh,Alison Steadman,F
Life Is Sweet,1990,Mike Leigh,Jim Broadbent,M
Life Is Sweet,1990,Mike Leigh,Claire Skinner,F
Life Is Sweet,1990,Mike Leigh,Jane Horrocks,M
Waterland,1992,Stephen Gyllenhaal,Jeremy Irons,M
Waterland,1992,Stephen Gyllenhaal,Sinéad Cusack,M
Waterland,1992,Stephen Gyllenhaal,Ethan Hawke,M
Waterland,1992,Stephen Gyllenhaal,Grant Warnock,M
The Mambo Kings,1992,Arne Glimcher,Armand Assante,M
The Mambo Kings,1992,Arne Glimcher,Antonio Banderas,M
The Mambo Kings,1992,Arne Glimcher,Pablo Calogero,M
The Mambo Kings,1992,Arne Glimcher,Scott Cohen,F
American Flyers,1985,John Badham,Kevin Costner,F
American Flyers,1985,John Badham,David Marshall Grant,F
American Flyers,1985,John Badham,Rae Dawn Chong,F
American Flyers,1985,John Badham,Alexandra Paul,F
"Silent Night, Deadly Night",1984,Charles E. Sellier Jr.,Lilyan Chauvin,M
"Silent Night, Deadly Night",1984,Charles E. Sellier Jr.,Gilmer McCormick,F
"Silent Night, Deadly Night",1984,Charles E. Sellier Jr.,Toni Nero,F
"Silent Night, Deadly Night",1984,Charles E. Sellier Jr.,Robert Brian Wilson,F
Desert Hearts,1985,Donna Deitch,Helen Shaver,F
Desert Hearts,1985,Donna Deitch,Patricia Charbonneau,M
Desert Hearts,1985,Donna Deitch,Audra Lindley,M
Desert Hearts,1985,Donna Deitch,Andra Akers,M
Street Trash,1987,J. Michael Muro,Mike Lackey,M
Street Trash,1987,J. Michael Muro,Bill Chepil,M
Street Trash,1987,J. Michael Muro,Vic Noto,F
Street Trash,1987,J. Michael Muro,Mark Sferrazza,M
Cop,1988,James B. Harris,James Woods,M
Cop,1988,James B. Harris,Lesley Ann Warren,M
Cop,1988,James B. Harris,Charles Durning,F
Cop,1988,James B. Harris,Charles Haid,M
Fraternity Vacation,1985,James Frawley,Stephen Geoffreys,M
Fraternity Vacation,1985,James Frawley,Sheree J. Wilson,M
Fraternity Vacation,1985,James Frawley,Cameron Dye,M
Fraternity Vacation,1985,James Frawley,Leigh McCloskey,F
Return of the Killer Tomatoes!,1988,John De Bello,Anthony Starke,M
Return of the Killer Tomatoes!,1988,John De Bello,George Clooney,Na
Return of the Killer Tomatoes!,1988,John De Bello,Karen M. Waldron,M
Return of the Killer Tomatoes!,1988,John De Bello,Steve Lundquist,M
The Jazz Singer,1980,Richard Fleischer,Sidney J. Furie,F
The Jazz Singer,1980,Richard Fleischer,Laurence Olivier,F
The Jazz Singer,1980,Richard Fleischer,Neil Diamond,M
The Jazz Singer,1980,Richard Fleischer,Lucie Arnaz,M
The Jazz Singer,1980,Richard Fleischer,Catlin Adams,F
Betrayal,1983,David Hugh Jones,Jeremy Irons,F
Betrayal,1983,David Hugh Jones,Ben Kingsley,F
